,EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
939,939,40,1,1,1,1,18,0,9,5,4,63,2,2,4,9,0,14,4,5,5,1,3,2,0,2,0,3
940,940,32,1,3,1,5,13,2,4,4,4,32,1,3,4,1,0,11,3,14,2,2,14,8,9,8,1,3
941,941,27,0,1,2,5,13,1,20,3,4,90,3,2,3,1,0,14,4,7,2,3,7,7,0,7,0,3
942,942,51,1,1,1,0,1,2,8,4,2,81,2,3,2,5,0,16,4,16,5,1,10,9,4,7,0,3
943,943,41,0,1,2,5,8,2,6,3,4,75,3,3,4,3,1,18,3,16,3,3,1,0,0,0,0,3
944,944,30,0,2,2,5,13,1,26,4,3,52,2,2,1,5,0,15,3,9,5,2,6,3,0,1,1,3
945,945,29,1,5,2,1,3,2,1,3,3,85,3,1,3,0,0,14,4,7,1,2,6,2,1,5,1,3
946,946,45,0,3,2,5,13,0,6,3,4,57,2,3,4,6,0,12,4,23,2,3,19,7,12,8,0,3
947,947,54,0,2,1,5,13,2,3,3,4,52,3,2,1,2,0,14,4,16,4,3,6,2,0,5,0,3
948,948,36,1,1,2,1,18,2,5,2,4,62,3,2,2,8,0,16,4,16,3,4,13,11,3,7,0,3
949,949,37,1,4,0,1,3,1,11,3,2,47,3,3,4,1,1,14,3,10,1,3,10,8,0,7,0,3
950,950,31,1,3,1,1,3,0,1,4,3,90,1,2,3,0,0,12,4,6,2,3,5,4,1,4,0,3
951,951,37,1,2,0,5,14,1,4,4,1,41,3,1,4,4,0,17,3,13,2,3,9,8,5,8,0,2
952,952,29,0,3,1,5,13,1,1,1,2,42,3,3,4,1,0,14,4,11,5,3,11,10,4,1,0,2
953,953,35,0,2,2,5,13,1,1,3,3,92,3,3,3,1,0,14,1,10,3,4,10,7,0,8,0,4
954,954,29,1,3,2,1,3,2,18,1,3,86,2,1,4,1,1,13,3,4,3,2,4,3,0,1,1,3
955,955,52,0,1,2,1,18,2,2,3,3,89,2,1,4,7,0,15,2,6,3,2,2,2,2,2,0,3
956,956,42,1,5,1,1,3,2,4,2,3,58,3,5,4,1,0,11,4,22,3,3,22,17,11,15,0,3
957,957,59,1,3,1,3,6,2,6,2,2,52,3,1,3,8,0,17,4,7,2,2,2,2,2,2,0,2
958,958,50,0,3,0,5,8,2,1,4,4,68,3,5,4,3,0,11,3,32,3,2,7,0,0,6,0,3
959,959,33,1,3,1,1,3,2,14,3,3,58,3,1,4,5,1,13,3,8,2,1,5,4,0,4,1,3
960,960,43,0,2,1,5,8,2,16,3,4,80,3,4,4,5,1,22,3,22,3,3,17,13,1,9,0,4
961,961,33,0,1,1,1,3,2,2,2,1,39,3,1,1,7,0,20,1,13,3,4,9,7,1,7,1,3
962,962,52,1,1,2,5,8,0,2,4,1,79,2,5,3,1,1,18,4,33,2,4,33,7,15,12,0,2
963,963,32,1,1,2,1,3,2,1,3,4,62,2,1,3,0,1,14,4,4,2,1,3,2,1,2,1,3
964,964,39,0,3,0,0,1,2,1,4,3,96,3,1,3,7,0,14,3,7,1,3,3,2,1,2,0,3
965,965,32,1,2,1,5,13,0,26,4,3,100,3,2,4,0,0,18,1,4,2,3,3,2,2,2,0,3
966,966,41,1,1,0,0,1,2,19,2,3,36,3,2,1,2,0,16,1,17,2,2,1,0,0,0,0,3
967,967,31,1,3,0,1,18,1,3,4,2,73,3,3,3,9,0,12,1,9,3,3,2,2,2,2,0,2
968,968,33,0,1,1,1,3,2,5,4,3,63,2,1,4,1,0,13,3,2,2,2,2,2,0,2,0,3
969,969,34,1,1,1,1,3,2,2,4,4,84,2,2,1,6,0,13,2,13,3,3,11,9,5,9,0,3
970,970,37,0,3,1,1,18,2,1,2,3,83,2,1,1,2,0,14,1,17,2,2,3,1,0,2,0,3
971,971,45,1,1,1,1,18,1,7,4,1,77,4,2,3,4,0,17,4,9,1,3,3,2,0,2,0,4
972,972,37,1,3,0,1,3,1,10,3,1,61,3,3,3,6,0,11,2,17,5,3,1,0,0,0,1,3
973,973,39,0,5,2,1,3,1,2,4,3,64,3,3,3,0,0,25,4,20,1,3,19,6,11,8,0,4
974,974,42,0,1,2,1,3,2,17,2,4,82,4,2,1,3,1,13,3,10,1,3,3,2,0,2,0,3
975,975,29,1,2,0,5,13,2,20,2,4,45,3,2,4,2,0,14,4,10,2,3,3,2,0,2,0,3
976,976,25,0,1,1,1,3,2,1,3,1,62,3,2,3,0,0,12,4,5,3,3,4,2,1,2,0,3
977,977,42,0,3,0,1,3,2,2,3,4,56,2,1,1,0,1,11,3,10,4,3,9,6,7,8,0,3
978,978,40,1,3,0,0,1,2,2,2,1,49,3,5,3,0,0,19,4,22,5,3,21,7,3,9,0,2
979,979,51,1,1,1,1,3,2,1,3,3,96,3,1,4,1,0,11,2,1,0,2,1,0,0,0,0,3
980,980,32,1,1,1,1,18,1,7,3,2,100,4,1,2,1,0,20,3,5,3,1,5,1,0,3,0,3
981,981,38,1,1,1,5,13,0,2,2,4,39,2,2,4,3,0,18,4,13,0,3,8,7,7,5,0,3
982,982,32,1,5,2,1,3,2,2,1,4,84,2,2,1,4,0,13,4,9,5,3,6,2,0,4,0,3
983,983,46,0,5,1,5,8,2,2,3,3,75,1,4,2,3,1,12,2,28,2,2,7,7,7,7,0,3
984,984,28,1,1,2,1,3,2,2,4,1,79,3,1,3,2,0,11,3,5,5,1,0,0,0,0,1,3
985,985,29,1,3,1,5,13,2,2,3,1,78,2,2,2,2,0,19,2,10,2,3,0,0,0,0,0,3
986,986,31,1,3,1,0,1,2,23,3,2,64,2,2,4,0,0,21,2,10,2,3,9,0,7,8,0,4
987,987,25,1,1,0,1,3,0,5,2,2,85,4,2,1,1,0,12,4,6,2,3,6,3,1,5,0,3
988,988,45,1,3,1,1,18,2,20,2,3,79,3,4,4,0,1,14,2,21,2,3,20,7,4,10,0,3
989,989,55,1,3,2,1,3,2,1,3,4,81,3,5,1,0,1,14,3,37,2,3,36,10,4,13,0,3
990,990,28,1,3,1,1,18,2,9,3,4,94,3,1,4,1,0,23,4,5,3,2,5,2,0,4,0,4
991,991,37,1,3,1,5,13,2,6,4,3,98,3,2,4,4,0,14,2,7,5,4,5,4,0,1,0,4
992,992,21,1,3,2,1,3,2,3,2,4,100,2,1,3,1,0,17,1,3,4,4,3,2,1,0,0,4
993,993,37,0,3,0,1,3,0,1,4,1,80,3,3,4,2,1,18,1,15,2,3,5,2,0,2,0,3
994,994,35,0,1,0,1,18,2,22,3,2,71,4,3,2,7,0,18,2,10,6,2,7,7,6,2,0,3
995,995,38,0,3,0,5,13,2,7,2,1,44,4,2,1,1,1,24,3,8,3,3,8,0,7,7,0,4
996,996,26,0,1,0,0,1,1,1,3,3,84,3,2,2,1,0,20,1,6,6,1,6,5,1,4,0,3
997,997,50,1,1,0,1,3,2,4,1,1,96,3,5,2,3,0,14,1,28,4,2,10,4,1,6,0,2
998,998,53,1,3,1,1,18,2,3,4,3,45,3,4,3,3,1,16,4,21,5,2,5,3,1,3,0,3
999,999,42,1,1,1,5,13,2,1,1,2,99,3,2,3,1,0,25,3,20,3,3,20,16,11,6,0,2
1000,1000,26,1,3,1,1,3,1,11,2,1,60,3,2,1,1,1,13,3,5,3,3,5,3,3,3,0,3
1001,1001,37,0,1,2,1,18,2,1,3,4,42,3,1,4,1,0,12,2,17,3,3,17,12,5,7,0,3
1002,1002,44,1,1,0,1,3,1,24,3,4,43,3,1,3,3,1,22,4,19,0,1,1,0,0,0,1,3
1003,1003,38,1,1,0,1,3,2,23,4,4,82,3,2,4,9,0,14,2,10,2,3,2,2,1,2,0,3
1004,1004,26,1,3,0,0,1,2,16,4,1,45,3,1,2,2,1,13,4,5,2,3,3,2,0,2,1,3
1005,1005,28,0,1,2,1,18,2,8,2,4,66,3,1,4,1,0,21,4,5,3,3,5,3,0,2,0,4
1006,1006,49,0,1,2,1,3,1,10,4,3,35,3,5,1,9,1,11,4,22,4,3,3,2,1,2,0,3
1007,1007,31,0,2,0,5,14,1,5,3,4,84,3,1,2,1,0,11,3,2,5,2,2,2,2,2,0,3
1008,1008,26,1,2,2,5,13,2,4,4,4,48,2,2,4,1,1,12,2,8,0,3,8,7,7,4,1,3
1009,1009,37,1,3,1,1,3,1,9,3,2,53,3,1,4,1,1,12,3,4,3,2,4,2,1,2,0,2
1010,1010,42,0,2,1,5,13,1,26,3,3,77,3,4,2,5,0,14,4,23,2,4,20,4,4,8,0,3
1011,1011,18,1,1,2,1,3,2,3,3,3,54,3,1,3,1,0,13,3,0,2,3,0,0,0,0,1,3
1012,1012,35,1,2,1,5,13,2,16,3,3,96,3,3,2,0,0,15,3,12,3,2,11,9,6,9,0,3
1013,1013,36,1,1,1,1,3,1,18,4,3,81,4,1,4,4,0,18,4,4,2,3,1,0,0,0,0,3
1014,1014,51,1,3,0,1,18,2,2,3,4,84,1,2,2,5,0,18,4,13,3,3,4,1,1,2,0,3
1015,1015,41,1,1,2,5,8,2,2,4,4,88,3,4,2,1,0,19,2,22,2,3,22,10,0,4,0,3
1016,1016,18,0,3,2,5,14,2,10,3,4,69,2,1,3,1,0,12,1,0,2,3,0,0,0,0,0,3
1017,1017,28,1,3,2,0,1,2,16,2,2,68,4,2,1,0,0,19,3,9,2,3,8,3,0,7,0,3
1018,1018,39,1,3,0,1,18,2,1,3,3,48,4,3,4,0,0,17,1,19,5,2,18,10,3,7,0,3
1019,1019,36,0,1,1,1,18,0,24,4,2,47,3,2,2,7,0,15,3,11,3,3,9,8,0,8,0,3
1020,1020,32,1,1,1,5,13,2,7,3,4,91,2,2,3,1,0,14,3,13,3,2,13,8,4,8,0,3
1021,1021,38,0,1,1,1,3,2,25,2,1,81,2,3,2,3,0,17,3,19,2,3,10,8,0,1,0,3
1022,1022,31,1,5,1,1,3,2,5,4,3,86,3,1,4,0,1,12,3,6,4,3,5,2,0,3,0,3
1023,1023,31,1,0,1,3,6,2,2,3,1,62,2,2,1,3,0,12,4,9,1,3,2,2,1,0,0,2
1024,1024,45,1,1,0,1,18,1,7,3,1,97,3,3,1,1,0,18,1,24,2,3,24,9,9,11,0,3
1025,1025,31,1,1,0,1,3,2,2,4,3,32,3,1,4,0,1,18,2,3,2,1,2,2,2,2,0,3
1026,1026,33,0,1,1,1,3,1,5,4,4,74,3,3,2,6,0,11,2,12,2,3,10,6,8,8,0,3
1027,1027,39,1,3,1,1,3,2,10,1,3,99,3,4,1,1,1,14,4,21,3,3,21,9,11,10,0,3
1028,1028,43,0,1,2,1,3,1,10,4,3,33,3,1,4,0,0,19,1,9,5,3,8,7,1,7,0,3
1029,1029,49,0,5,2,1,18,2,1,2,3,90,2,4,3,7,1,12,4,25,2,3,7,1,0,7,0,3
1030,1030,27,0,1,2,1,18,2,5,3,3,85,3,1,2,1,1,12,2,4,2,2,4,3,1,2,0,3
1031,1031,32,0,5,1,5,13,2,8,2,3,65,2,2,2,1,1,11,4,13,2,3,13,12,11,9,0,3
1032,1032,27,1,1,2,5,13,2,2,3,4,74,3,2,3,1,1,11,1,5,3,3,5,4,0,4,0,3
1033,1033,31,1,2,0,5,13,2,7,3,4,73,3,2,4,4,0,12,4,13,3,3,7,7,1,7,0,3
1034,1034,32,0,3,2,1,18,2,2,4,1,74,4,2,4,7,0,16,3,10,0,2,7,7,0,7,0,3
1035,1035,30,0,3,1,1,2,2,28,2,4,64,3,2,4,1,0,13,4,11,2,3,10,8,1,9,0,3
1036,1036,39,1,3,1,1,3,1,7,2,3,54,2,5,4,1,0,15,1,21,2,3,21,9,13,3,0,3
1037,1037,39,0,3,1,5,13,2,3,2,4,41,3,2,3,4,1,18,1,12,3,2,1,0,0,0,1,3
1038,1038,33,1,2,2,5,13,1,10,3,2,46,2,2,4,3,0,14,3,9,6,2,7,7,0,1,0,4
1039,1039,47,1,1,1,0,1,2,5,5,4,42,3,5,3,4,0,11,2,21,2,3,3,2,1,1,0,3
1040,1040,27,1,2,1,5,13,0,1,1,3,73,3,2,2,0,1,13,4,6,0,3,5,4,1,4,0,3
1041,1041,43,0,1,1,1,2,2,7,3,3,43,3,3,1,8,0,16,1,10,1,2,1,0,0,0,0,3
1042,1042,45,1,4,1,1,3,2,8,4,4,75,3,2,4,9,0,14,1,12,3,3,10,9,9,8,0,3
1043,1043,40,1,3,1,5,13,2,1,2,2,57,1,2,4,2,1,22,3,6,2,2,4,3,0,2,0,3
1044,1044,29,1,4,1,1,3,2,8,4,2,77,1,1,1,1,1,11,4,7,4,2,7,7,0,7,1,3
1045,1045,30,0,2,0,5,13,2,5,3,4,30,2,2,3,1,0,13,3,10,2,3,10,9,1,2,0,3
1046,1046,27,0,2,1,5,13,2,8,4,2,56,3,2,2,1,0,18,1,8,3,3,8,7,0,7,0,3
1047,1047,37,1,3,0,1,2,2,5,2,4,61,3,2,4,7,0,16,3,8,2,2,6,2,0,4,0,3
1048,1048,38,1,1,0,1,3,2,15,2,3,92,2,3,4,0,1,14,2,12,3,3,11,10,2,9,0,3
1049,1049,31,0,3,2,1,2,2,7,4,3,39,3,3,4,1,1,14,3,11,2,2,11,9,4,10,0,3
1050,1050,29,0,2,0,5,13,2,10,1,4,39,2,2,2,1,1,14,1,7,2,3,7,7,1,7,0,3
1051,1051,35,1,5,2,1,2,2,5,4,3,62,3,3,2,0,0,13,4,17,5,3,16,6,0,13,0,3
1052,1052,41,1,3,2,1,3,2,6,3,4,95,2,2,2,6,1,15,4,8,3,3,5,4,1,2,0,3
1053,1053,47,1,3,2,5,14,1,4,1,2,99,3,2,3,3,0,19,1,5,3,3,0,0,0,0,0,3
1054,1054,42,0,1,2,1,3,2,23,5,1,44,3,4,4,2,0,14,2,16,2,3,1,0,0,0,0,3
1055,1055,29,1,1,1,5,13,0,2,3,4,61,3,2,3,1,0,14,1,4,3,2,4,3,0,2,0,3
1056,1056,42,1,5,0,3,6,2,2,1,3,52,3,1,3,0,1,11,3,4,5,3,3,2,1,0,0,3
1057,1057,37,1,3,0,1,2,2,6,3,3,51,4,2,1,4,1,13,1,13,2,3,7,7,6,7,0,3
1058,1058,26,1,1,1,5,13,2,1,3,3,57,3,2,3,1,0,17,2,8,3,3,8,7,7,7,0,3
1059,1059,21,0,5,2,5,14,1,1,1,1,99,2,1,2,1,1,11,3,3,3,3,3,2,1,2,1,2
1060,1060,36,0,3,2,5,13,0,1,5,4,45,3,2,4,4,0,15,2,7,6,3,1,0,0,0,0,3
1061,1061,36,1,3,1,5,13,1,3,4,1,48,2,3,4,4,0,11,1,16,2,3,13,9,1,12,0,2
1062,1062,57,1,3,1,1,3,2,1,4,4,88,3,2,3,2,0,11,3,15,2,3,3,2,1,2,0,3
1063,1063,40,0,1,1,1,2,2,10,4,4,46,4,1,3,3,1,13,3,10,3,3,7,7,1,7,0,3
1064,1064,21,1,3,2,5,14,0,9,2,1,39,3,1,4,1,0,24,3,3,3,2,3,2,2,2,0,2
1065,1065,41,1,2,2,5,13,1,4,3,1,56,3,2,2,1,0,18,3,8,5,3,8,7,7,7,1,2
1066,1066,40,1,2,1,5,13,2,22,2,3,68,2,2,3,2,1,12,1,8,6,3,6,4,1,0,1,3
1067,1067,31,1,1,2,1,3,2,9,4,3,42,2,1,2,0,1,16,4,3,5,3,2,2,2,2,0,3
1068,1068,21,0,1,2,5,14,2,12,3,3,90,4,1,2,1,0,15,4,1,0,3,1,0,0,0,1,3
1069,1069,29,1,1,2,1,2,2,23,3,4,54,3,1,4,9,0,16,4,6,4,3,3,2,1,2,0,3
1070,1070,35,1,1,2,1,3,2,9,4,3,97,2,2,2,9,0,19,3,10,5,3,1,1,0,0,0,3
1071,1071,27,1,3,0,0,1,2,1,2,4,82,3,1,2,1,0,11,2,5,2,3,5,2,0,4,0,3
1072,1072,28,1,1,2,5,13,2,9,4,2,92,3,2,4,1,0,16,4,7,1,3,7,5,0,7,0,3
1073,1073,49,1,4,2,1,2,2,7,3,2,31,2,3,3,8,0,24,3,26,2,3,5,2,0,0,0,3
1074,1074,51,0,1,1,5,13,2,14,2,3,87,3,2,4,4,0,11,3,18,2,2,7,7,0,7,0,3
1075,1075,36,0,1,1,1,3,2,2,3,4,96,3,1,3,4,0,13,2,6,3,3,2,2,2,2,0,3
1076,1076,34,1,2,2,5,13,0,19,3,1,67,4,2,4,8,1,13,2,9,3,2,5,2,0,4,1,3
1077,1077,55,0,1,2,1,2,2,2,3,3,97,3,4,4,2,1,13,3,30,2,3,5,4,1,2,0,3
1078,1078,30,1,5,1,5,14,2,2,1,3,72,3,1,2,1,0,18,1,1,3,3,1,0,0,0,0,3
1079,1079,26,1,5,2,1,3,1,3,1,3,73,3,1,1,0,0,22,3,7,2,3,6,4,0,4,1,4
1080,1080,22,0,3,1,1,3,2,11,3,1,43,3,1,2,1,0,13,4,2,1,3,2,1,1,2,0,3
1081,1081,36,1,3,1,5,13,2,2,2,2,61,2,3,3,1,0,13,2,10,2,3,10,9,9,0,0,2
1082,1082,30,1,5,2,1,3,1,4,3,3,40,3,1,4,9,1,23,3,3,4,3,1,0,0,0,1,4
1083,1083,37,0,1,0,1,2,2,14,3,4,95,3,1,1,1,0,12,3,18,2,2,18,7,12,17,0,3
1084,1084,40,0,2,0,5,13,2,2,2,4,46,3,2,2,7,0,12,3,8,5,3,5,4,1,3,0,3
1085,1085,37,1,1,2,1,2,2,10,4,3,49,3,2,2,2,1,12,4,18,2,2,1,0,0,1,0,3
1086,1086,43,1,1,0,1,3,2,12,3,1,59,2,4,2,1,0,11,3,25,3,3,25,10,3,9,0,2
1087,1087,40,0,3,1,1,3,2,2,3,2,78,2,2,3,6,0,22,2,20,3,3,1,0,0,0,0,4
1088,1088,54,1,3,1,1,3,2,5,2,1,86,3,5,1,4,0,11,3,24,4,2,4,2,1,2,0,3
1089,1089,31,0,3,1,1,3,2,7,2,2,31,3,2,1,1,0,12,2,13,5,1,13,10,3,12,0,3
1090,1090,43,1,3,1,1,3,1,21,3,4,61,3,1,4,7,0,20,1,8,1,3,3,2,1,2,0,4
1091,1091,25,0,1,2,5,13,2,4,2,2,99,2,2,4,1,1,11,2,5,3,3,5,4,1,3,0,2
1092,1092,37,0,3,1,1,15,0,25,5,2,72,3,2,3,3,1,15,1,15,2,3,13,11,10,7,0,3
1093,1093,31,1,1,1,1,3,2,1,2,4,98,2,1,1,1,0,12,3,4,3,3,4,2,3,2,0,3
1094,1094,39,1,1,0,1,15,1,1,1,2,52,3,5,3,1,1,14,3,21,3,3,21,8,1,6,0,2
1095,1095,30,0,5,2,5,13,2,12,3,2,83,3,2,3,0,0,11,2,6,6,3,5,4,4,4,0,2
1096,1096,41,1,2,1,5,13,2,1,3,2,49,4,3,1,1,0,16,3,10,2,3,10,7,0,7,0,3
1097,1097,28,1,3,0,1,15,2,17,2,3,79,3,2,1,1,0,12,4,10,2,3,10,0,1,8,0,3
1098,1098,25,1,3,1,1,3,2,3,3,1,91,3,1,1,5,0,13,3,6,5,3,2,2,0,2,1,3
1099,1099,52,1,3,1,1,3,2,3,3,4,39,2,3,3,2,1,14,3,28,4,3,5,4,0,4,0,3
1100,1100,45,1,1,1,1,3,2,10,2,1,69,3,1,4,3,0,21,4,8,3,2,2,2,0,2,0,3
1101,1101,52,0,1,1,0,1,2,4,2,4,30,3,4,4,2,0,13,4,31,2,1,5,2,1,4,0,3
1102,1102,42,0,1,0,1,3,1,29,2,1,92,3,2,3,2,0,11,2,19,3,3,5,4,0,2,0,3
1103,1103,30,0,1,2,1,3,2,2,3,3,43,1,2,4,2,0,20,3,11,2,3,5,4,0,2,0,4
1104,1104,60,0,1,1,1,3,2,7,3,1,41,3,5,1,5,0,11,4,33,5,1,29,8,11,10,0,3
1105,1105,46,0,3,0,0,1,2,18,3,3,87,3,2,3,2,0,14,3,19,5,2,10,7,0,8,0,3
1106,1106,24,0,5,2,5,14,2,1,1,1,62,3,1,2,1,1,16,2,6,4,3,5,3,1,4,1,3
1107,1107,34,0,2,0,5,14,1,6,2,4,33,1,1,3,0,0,16,4,3,3,2,2,2,1,0,1,3
1108,1108,38,1,1,1,0,1,1,2,2,4,42,3,1,4,1,1,23,3,1,3,3,1,0,0,0,0,4
1109,1109,40,0,1,1,5,8,2,2,4,3,79,3,5,3,0,0,14,4,21,2,3,20,15,1,12,0,3
1110,1110,26,0,1,0,1,15,2,23,3,1,90,3,1,4,1,0,22,2,3,3,1,3,2,0,2,0,3
1111,1111,30,1,1,1,1,15,0,3,3,3,53,3,1,4,4,0,15,3,9,3,1,5,3,1,4,0,3
1112,1112,29,1,3,1,1,3,2,3,4,2,93,2,3,3,1,0,18,3,10,2,3,10,2,0,7,0,3
1113,1113,29,0,5,1,1,3,2,25,5,3,71,2,1,2,5,0,16,2,6,2,4,2,2,1,1,1,3
1114,1114,19,1,5,2,3,6,2,2,2,1,52,2,1,4,1,0,12,3,1,3,4,1,0,0,0,1,3
1115,1115,30,0,4,1,5,13,0,22,4,3,69,3,3,1,0,0,11,3,10,3,3,9,8,7,8,0,3
1116,1116,57,1,2,0,5,8,2,29,3,1,56,2,4,4,3,0,12,3,32,3,2,1,0,0,0,0,3
1117,1117,50,1,1,1,1,15,2,29,4,2,88,2,4,3,0,0,15,2,28,2,3,27,10,15,7,0,3
1118,1118,47,0,3,0,1,3,2,2,2,1,65,3,2,4,5,0,13,3,20,2,3,5,0,0,4,0,3
1119,1119,46,1,1,1,1,15,2,2,3,1,51,3,4,3,6,0,13,3,26,2,1,3,2,0,1,0,3
1120,1120,35,1,1,2,1,3,2,22,3,4,46,1,1,3,0,0,15,3,6,2,3,5,4,4,3,0,3
1121,1121,54,0,1,2,1,3,2,8,4,3,42,3,2,3,7,0,11,3,19,3,3,1,0,0,0,0,3
1122,1122,34,1,1,0,1,15,2,2,4,4,62,2,1,3,3,0,12,3,14,3,3,7,3,5,7,0,3
1123,1123,46,0,2,1,5,13,2,10,3,3,94,2,3,4,2,1,19,3,15,3,3,3,2,1,2,0,3
1124,1124,31,1,1,0,1,15,2,9,1,3,33,3,3,2,1,0,25,4,13,6,4,13,8,0,8,0,3
1125,1125,33,1,3,1,1,15,2,15,1,2,56,3,3,3,7,1,12,4,15,2,4,7,6,7,7,1,2
1126,1126,33,1,3,0,1,3,2,10,1,1,38,1,1,4,7,0,13,1,8,2,3,4,3,1,3,1,3
1127,1127,30,1,2,2,5,14,2,7,1,4,57,3,1,2,0,0,14,1,4,3,3,3,2,1,2,0,3
1128,1128,35,1,1,1,1,15,2,16,3,4,72,3,3,3,4,1,12,3,10,2,3,8,7,0,0,0,3
1129,1129,31,1,1,1,1,3,1,20,3,1,66,3,3,3,3,0,12,1,12,2,3,1,0,0,0,1,3
1130,1130,34,0,0,0,3,6,1,23,3,2,43,3,3,1,9,1,15,3,11,2,3,3,2,0,2,1,3
1131,1131,42,1,4,1,0,1,1,5,2,2,97,3,1,3,4,0,17,4,8,4,3,2,2,2,0,0,3
1132,1132,36,1,3,2,5,13,0,10,4,2,32,3,3,4,1,0,14,4,10,3,2,10,3,9,7,0,2
1133,1133,22,1,5,2,1,15,1,4,1,3,99,2,1,3,5,0,16,3,4,3,3,2,2,1,2,1,3
1134,1134,48,0,2,1,5,13,2,2,5,2,37,3,2,4,2,0,14,1,14,2,3,9,7,6,7,0,2
1135,1135,55,0,1,2,5,8,2,18,5,1,83,3,4,2,3,0,23,4,37,2,3,10,9,7,7,0,2
1136,1136,41,1,1,2,5,13,0,10,2,4,56,3,2,4,7,0,14,4,16,3,3,14,3,1,10,0,3
1137,1137,35,1,2,1,5,13,2,1,3,2,85,3,2,3,9,0,11,3,15,2,3,11,9,6,9,0,2
1138,1138,39,0,1,1,1,3,1,8,1,3,48,3,1,3,1,0,11,1,8,3,3,8,3,0,7,0,3
1139,1139,31,1,1,2,5,13,2,2,1,2,77,3,2,4,4,1,13,3,10,2,4,6,5,0,5,0,3
1140,1140,42,1,3,1,1,3,2,24,3,4,56,3,3,1,1,1,21,4,10,5,2,10,9,5,8,0,4
1141,1141,45,1,4,1,5,13,2,2,3,4,61,3,2,2,0,0,19,2,9,3,4,8,7,3,7,0,3
1142,1142,33,0,3,0,1,3,2,1,5,1,95,4,4,3,4,0,19,3,10,2,3,6,1,0,5,0,3
1143,1143,31,1,1,0,5,8,2,7,3,3,44,2,3,4,9,0,21,3,10,3,2,5,4,0,1,0,4
1144,1144,18,1,2,2,5,14,1,5,3,2,69,3,1,2,1,1,14,4,0,3,3,0,0,0,0,1,3
1145,1145,40,1,4,0,5,13,0,28,3,3,58,1,3,1,3,0,15,3,20,2,3,1,0,0,1,0,3
1146,1146,41,0,4,2,1,3,0,2,4,1,62,2,2,3,2,1,17,1,10,3,3,8,7,0,7,0,3
1147,1147,35,0,3,2,5,13,2,1,3,1,80,3,2,3,1,0,16,4,5,3,3,5,4,0,3,0,3
1148,1148,34,1,1,2,5,13,2,21,4,4,74,4,2,4,1,0,12,4,10,3,3,10,7,5,7,0,3
1149,1149,26,1,5,2,1,3,2,24,3,3,66,1,1,4,1,1,18,2,1,3,1,1,0,0,0,1,3
1150,1150,37,0,5,2,1,3,2,1,3,2,59,3,3,4,4,0,17,4,12,3,4,6,5,1,2,0,4
1151,1151,46,0,3,1,1,15,1,18,1,1,86,3,3,3,5,0,11,4,28,3,2,2,2,1,2,0,2
1152,1152,41,0,1,1,5,8,2,2,5,2,91,3,4,1,7,0,16,2,22,2,3,18,16,11,8,0,2
1153,1153,52,1,5,0,1,3,2,6,2,4,78,3,2,1,3,1,12,2,18,3,3,10,9,6,9,0,3
1154,1154,38,0,3,1,0,1,2,10,3,3,76,3,2,3,3,0,19,3,18,4,3,1,0,0,0,0,3
1155,1155,37,0,1,1,1,3,2,1,4,2,65,3,2,2,6,0,12,2,8,2,2,6,5,4,3,0,3
1156,1156,49,1,1,0,1,15,2,18,4,4,58,2,5,3,1,1,17,3,31,5,3,31,9,0,9,0,3
1157,1157,24,1,3,1,1,3,2,23,3,2,89,4,1,4,1,1,11,2,6,3,3,6,5,1,4,0,3
1158,1158,26,1,2,1,5,13,2,28,2,1,66,3,2,2,1,0,20,4,6,5,4,5,3,1,4,0,3
1159,1159,24,1,4,1,1,3,2,17,2,4,94,2,1,2,1,0,21,4,1,2,3,1,0,0,0,0,4
1160,1160,50,1,3,1,3,8,1,3,3,1,99,3,5,2,1,0,11,3,32,2,3,32,5,10,7,0,2
1161,1161,25,1,3,1,5,14,2,13,1,2,40,3,1,3,1,0,11,3,7,1,3,7,4,0,6,0,3
1162,1162,24,0,1,1,1,15,1,7,3,1,55,3,1,3,1,1,16,4,6,4,3,6,3,1,2,1,2
1163,1163,34,1,1,1,1,3,2,1,2,2,83,2,1,4,1,1,13,4,6,3,3,6,5,1,3,0,3
1164,1164,31,1,3,0,5,13,2,13,4,2,46,3,2,1,2,0,17,3,9,2,1,3,1,1,2,1,3
1165,1165,31,1,3,0,5,13,2,6,4,1,66,4,2,4,4,0,22,4,13,4,4,7,7,5,7,0,2
1166,1166,27,0,3,0,1,3,2,6,4,1,66,2,1,3,0,0,12,3,6,5,2,5,3,0,3,0,3
1167,1167,37,1,2,1,5,13,2,2,3,4,75,3,2,3,4,1,11,3,17,3,2,3,0,1,0,0,3
1168,1168,42,0,1,1,1,3,2,2,4,3,81,3,2,4,1,0,13,2,10,4,3,10,2,2,2,0,3
